title,id,categories,version,total_versions,date,delta_time,is_pdf,grobid,pages,delta_pages,tokens_cnt,delta_tokens_cnt,token_density,words_cnt,removed_words_cnt,added_words_cnt,relative_added_words,relative_removed_words,ref_cnt,delta_ref_cnt,authors_cnt,delta_authors_cnt,figures_cnt,delta_figures_cnt,figures_density,title_changed,abstract_changed
Abundant Atmospheric Methane from Volcanism on Terrestrial Planets Is Unlikely and Strengthens the Case for Methane as a Biosignature,2009.07761,astro-ph.EP,2,2,2020-10-30 18:45:07+00:00,44 days 03:00:03,True,True,17.0,-13.0,9144.0,-294.0,537.8823529411765,1795.0,96.0,134.0,0.0751670378619153,0.0550198525241066,88.0,2.0,3.0,0.0,23.0,3.0,1.3529411764705883,True,False
Reduction of divisors and Kowalevski top,2009.09624,nlin.SI math-ph math.DS math.MP,1,4,2020-09-21 05:55:49+00:00,,True,True,10.0,,1989.0,,198.9,637.0,,,,,25.0,,1.0,,2.0,,0.2,,
Reduction of divisors and Kowalevski top,2009.09624,nlin.SI math-ph math.DS math.MP,2,4,2020-10-27 12:31:38+00:00,36 days 06:35:49,True,True,11.0,1.0,2257.0,268.0,205.1818181818182,697.0,10.0,56.0,0.0816618911174785,0.0172413793103448,29.0,4.0,1.0,0.0,3.0,1.0,0.2727272727272727,False,False
Reduction of divisors and Kowalevski top,2009.09624,nlin.SI math-ph math.DS math.MP,3,4,2020-11-19 07:33:18+00:00,22 days 19:01:40,True,True,12.0,1.0,2246.0,-11.0,187.16666666666666,699.0,63.0,59.0,0.0857142857142857,0.0916905444126074,32.0,3.0,1.0,0.0,1.0,-2.0,0.0833333333333333,False,True
Reduction of divisors and Kowalevski top,2009.09624,nlin.SI math-ph math.DS math.MP,4,4,2021-06-07 04:53:30+00:00,199 days 21:20:12,True,True,14.0,2.0,3576.0,1330.0,255.42857142857142,891.0,111.0,277.0,0.3116591928251121,0.16,40.0,8.0,1.0,0.0,2.0,1.0,0.1428571428571428,False,False
Nucleation is More than Critical A Case Study of the Electroweak Phase Transition in the NMSSM,2009.10743,hep-ph,1,2,2020-09-22 18:00:10+00:00,,True,True,53.0,,18300.0,,345.2830188679245,2202.0,,,,,130.0,,5.0,,18.0,,0.3396226415094339,,
Nucleation is More than Critical A Case Study of the Electroweak Phase Transition in the NMSSM,2009.10743,hep-ph,2,2,2021-03-11 08:17:56+00:00,169 days 14:17:46,True,True,57.0,4.0,19833.0,1533.0,347.94736842105266,2219.0,52.0,68.0,0.031081081081081,0.0240581025873808,132.0,2.0,5.0,0.0,22.0,4.0,0.3859649122807017,False,True
Third order Møller-Plesset theory made more useful? The role of density functional theory orbitals,2009.10870,physics.chem-ph cond-mat.other,1,2,2020-09-23 01:00:23+00:00,,True,True,47.0,,10516.0,,223.74468085106383,1807.0,,,,,126.0,,4.0,,20.0,,0.425531914893617,,
Third order Møller-Plesset theory made more useful? The role of density functional theory orbitals,2009.10870,physics.chem-ph cond-mat.other,2,2,2021-01-05 03:10:39+00:00,104 days 02:10:16,True,True,49.0,2.0,10746.0,230.0,219.30612244897958,1841.0,1.0,28.0,0.015743756786102,0.0011061946902654,130.0,4.0,4.0,0.0,18.0,-2.0,0.3673469387755102,False,True
"TBG I: Matrix Elements, Approximations, Perturbation Theory and a k • p 2-Band Model for Twisted Bilayer Graphene",2009.11301,cond-mat.mes-hall cond-mat.str-el,1,3,2020-09-23 18:00:03+00:00,,True,True,43.0,,15556.0,,361.7674418604651,1932.0,,,,,78.0,,4.0,,28.0,,0.6511627906976745,,
"TBG I: Matrix Elements, Approximations, Perturbation Theory and a k • p 2-Band Model for Twisted Bilayer Graphene",2009.11301,cond-mat.mes-hall cond-mat.str-el,2,3,2020-10-27 17:00:01+00:00,33 days 22:59:58,True,True,45.0,2.0,17079.0,1523.0,379.53333333333336,2229.0,11.0,275.0,0.1237668161434977,0.0062079668908432,119.0,41.0,4.0,0.0,27.0,-1.0,0.6,False,True
"Twisted bilayer graphene I. Matrix elements, approximations, perturbation theory and a k • p 2-Band model",2009.11301,cond-mat.mes-hall cond-mat.str-el,3,3,2022-04-28 17:27:49+00:00,548 days 00:27:48,True,True,46.0,1.0,17544.0,465.0,381.39130434782606,2237.0,41.0,84.0,0.0379803395889186,0.0188340807174887,125.0,6.0,4.0,0.0,31.0,4.0,0.6739130434782609,True,True
MEASURING THE GRAVITOMAGNETIC DISTORTION FROM ROTATING HALOS I: METHODS,2009.12011,astro-ph.CO,1,2,2020-09-25 03:15:10+00:00,,True,True,10.0,,5276.0,,527.6,1242.0,,,,,57.0,,6.0,,10.0,,1.0,,
MEASURING THE GRAVITOMAGNETIC DISTORTION FROM ROTATING HALOS I: METHODS,2009.12011,astro-ph.CO,2,2,2021-02-18 06:42:20+00:00,146 days 03:27:10,True,True,10.0,0.0,5929.0,653.0,592.9,1331.0,48.0,118.0,0.0893393393393393,0.0394207562349155,75.0,18.0,6.0,0.0,9.0,-1.0,0.9,False,True
Wilson-'t Hooft lines as transfer matrices,2009.12391,hep-th,1,2,2020-09-25 18:20:18+00:00,,True,True,30.0,,8079.0,,269.3,1435.0,,,,,39.0,,3.0,,10.0,,0.3333333333333333,,
Wilson-'t Hooft lines as transfer matrices,2009.12391,hep-th,2,2,2021-01-13 03:03:29+00:00,109 days 08:43:11,True,True,31.0,1.0,8652.0,573.0,279.0967741935484,1483.0,20.0,61.0,0.0417789757412398,0.0146239554317548,43.0,4.0,3.0,0.0,5.0,-5.0,0.1612903225806451,False,True
Effective Field Theory of Dark Matter Direct Detection With Collective Excitations,2009.13534,hep-ph astro-ph.CO,1,2,2020-09-28 18:00:02+00:00,,True,True,46.0,,12217.0,,265.5869565217391,1898.0,,,,,103.0,,3.0,,15.0,,0.3260869565217391,,
Effective Field Theory of Dark Matter Direct Detection With Collective Excitations,2009.13534,hep-ph astro-ph.CO,2,2,2021-10-19 07:14:28+00:00,385 days 13:14:26,True,True,46.0,0.0,12502.0,285.0,271.7826086956522,1911.0,45.0,58.0,0.030857740585774,0.0242232754081095,103.0,0.0,3.0,0.0,17.0,2.0,0.3695652173913043,False,False
The Blue Supergiant Progenitor of the Supernova Imposter AT~2019krl,2009.13541,astro-ph.SR astro-ph.GA,1,2,2020-09-28 18:00:05+00:00,,True,True,19.0,,8964.0,,471.7894736842105,1945.0,,,,,120.0,,22.0,,18.0,,0.9473684210526316,,
The Blue Supergiant Progenitor of the Supernova Imposter AT 2019krl,2009.13541,astro-ph.SR astro-ph.GA,2,2,2021-08-27 20:32:50+00:00,333 days 02:32:45,True,True,22.0,3.0,9506.0,542.0,432.09090909090907,1965.0,197.0,198.0,0.1012207527975584,0.1017471736896197,134.0,14.0,22.0,0.0,23.0,5.0,1.0454545454545454,True,False
"Scalar Fields, Higher-Spins and a Novel Associative Algebra in 3D Flat Space",2009.14210,hep-th,1,2,2020-09-29 18:00:02+00:00,,True,True,45.0,,10330.0,,229.55555555555554,1659.0,,,,,65.0,,3.0,,9.0,,0.2,,
Scalar Fields in 3D Asymptotically Flat Higher-Spin Gravity,2009.14210,hep-th,2,2,2021-01-12 21:20:55+00:00,105 days 03:20:53,True,True,47.0,2.0,11201.0,871.0,238.31914893617022,1774.0,4.0,110.0,0.0625352112676056,0.003012048192771,95.0,30.0,3.0,0.0,9.0,0.0,0.1914893617021276,True,True
Learning to swim in potential flow,2009.14280,q-bio.QM cs.LG physics.flu-dyn q-bio.NC,1,2,2020-09-30 06:31:27+00:00,,True,True,16.0,,8531.0,,533.1875,1709.0,,,,,60.0,,7.0,,12.0,,0.75,,
Learning to swim in potential flow,2009.14280,q-bio.QM cs.LG physics.flu-dyn q-bio.NC,2,2,2020-12-07 23:59:01+00:00,68 days 17:27:34,True,True,17.0,1.0,8920.0,389.0,524.7058823529412,1780.0,57.0,121.0,0.0685008422234699,0.0339181286549707,69.0,9.0,7.0,0.0,8.0,-4.0,0.4705882352941176,False,False
Flavor and Energy Dependence of Chemical Freeze-out Temperatures in Relativistic Heavy Ion Collisions from RHIC-BES to LHC Energies,2009.14781,nucl-ex hep-ex hep-ph nucl-th,1,2,2020-09-30 16:36:40+00:00,,True,True,6.0,,2183.0,,363.8333333333333,639.0,,,,,35.0,,3.0,,4.0,,0.6666666666666666,,
Flavour and Energy Dependence of Chemical Freeze-out Temperatures in Relativistic Heavy Ion Collisions from RHIC-BES to LHC Energies,2009.14781,nucl-ex hep-ex hep-ph nucl-th,2,2,2021-01-21 14:16:12+00:00,112 days 21:39:32,True,True,6.0,0.0,2505.0,322.0,417.5,693.0,17.0,76.0,0.1109510086455331,0.028125,38.0,3.0,3.0,0.0,7.0,3.0,1.1666666666666667,True,False
Efficient Construction of a Control Modular Adder on a Carry-Lookahead Adder Using Relative-phase Toffoli Gates,2010.00255,quant-ph,1,3,2020-10-01 08:55:53+00:00,,True,True,20.0,,8876.0,,443.8,1228.0,,,,,46.0,,6.0,,25.0,,1.25,,
Efficient Construction of a Control Modular Adder on a Carry-Lookahead Adder Using Relative-phase Toffoli Gates,2010.00255,quant-ph,2,3,2020-10-02 10:05:09+00:00,1 days 01:09:16,True,True,20.0,0.0,8878.0,2.0,443.9,1227.0,6.0,6.0,0.005700325732899,0.0056956875508543,46.0,0.0,6.0,0.0,26.0,1.0,1.3,False,
Efficient Construction of a Control Modular Adder on a Carry-Lookahead Adder Using Relative-Phase Toffoli Gates,2010.00255,quant-ph,3,3,2021-12-16 03:33:47+00:00,439 days 17:28:38,True,True,19.0,-1.0,9497.0,619.0,499.8421052631579,1374.0,74.0,192.0,0.1403636363636363,0.0610749185667752,58.0,12.0,6.0,0.0,25.0,-1.0,1.3157894736842106,True,
End-to-End Differentiable Molecular Mechanics Force Field Construction,2010.01196,physics.comp-ph cs.AI,1,3,2020-10-02 20:59:46+00:00,,True,True,11.0,,4215.0,,383.1818181818182,1399.0,,,,,58.0,,3.0,,7.0,,0.6363636363636364,,
End-to-End differentiable construction of molecular mechanics force fields,2010.01196,physics.comp-ph cs.AI,2,3,2021-10-07 14:23:17+00:00,369 days 17:23:31,True,True,36.0,25.0,15283.0,11068.0,424.52777777777777,3450.0,103.0,2022.0,0.5862068965517241,0.0742857142857142,169.0,111.0,1.0,-2.0,17.0,10.0,0.4722222222222222,True,False
"End-to-End differentiable construction of molecular mechanics force fields Yuanqing Wang (ORCID: 0000-0003-4403-2015) 1, 3, 4 , Josh Fass (ORCID: 0000-0003-3719-266X) 1, 2 ‡ , Benjamin Kaminow (ORCID: 0000-0002-2266-3353) 1, 2 , John E. Herr (ORCID: 0000-0001-5639-1520) 1 , Dominic Rufa (ORCID: 0000-0003-0930-9445) 1 , Ivy Zhang (ORCID: 0000-0003-0628-6276) 1, 2 , Iván Pulido (ORCID: 0000-0002-7178-8136) 1 , Mike Henry (ORCID: 0000-0002-3870-9993) 1",2010.01196,physics.comp-ph cs.AI,3,3,2022-04-18 16:56:37+00:00,193 days 02:33:20,True,True,41.0,5.0,17532.0,2249.0,427.609756097561,3685.0,200.0,390.0,0.1060770482908301,0.0582439872500724,180.0,11.0,1.0,0.0,15.0,-2.0,0.3658536585365853,True,True
GENERALIZED PARAFERMIONS OF ORTHOGONAL TYPE,2010.02303,math.QA hep-th math.RT,1,2,2020-10-05 19:49:07+00:00,,True,True,13.0,,3942.0,,303.2307692307692,774.0,,,,,35.0,,3.0,,2.0,,0.1538461538461538,,
GENERALIZED PARAFERMIONS OF ORTHOGONAL TYPE,2010.02303,math.QA hep-th math.RT,2,2,2021-11-23 05:47:55+00:00,413 days 09:58:48,True,True,13.0,0.0,3987.0,45.0,306.6923076923077,764.0,30.0,18.0,0.0248366013071895,0.04,30.0,-5.0,3.0,0.0,3.0,1.0,0.2307692307692307,False,True
Designing a Quantum Network Protocol,2010.02575,cs.NI quant-ph,1,2,2020-10-06 09:41:14+00:00,,True,True,25.0,,13857.0,,554.28,2440.0,,,,,88.0,,4.0,,9.0,,0.36,,
Designing a quantum network protocol,2010.02575,cs.NI quant-ph,2,2,2020-12-01 13:13:12+00:00,56 days 03:31:58,True,True,24.0,-1.0,15917.0,2060.0,663.2083333333334,2594.0,42.0,204.0,0.0789980732177264,0.0176157312576812,96.0,8.0,3.0,-1.0,8.0,-1.0,0.3333333333333333,True,True
Optical response and nonlinear Hall response of twisted bilayer graphene in the insulating state,2010.05598,cond-mat.mes-hall cond-mat.str-el,1,2,2020-10-12 11:06:34+00:00,,True,True,4.0,,1889.0,,472.25,511.0,,,,,27.0,,2.0,,6.0,,1.5,,
Optical response and nonlinear Hall response of twisted bilayer graphene in the insulating state,2010.05598,cond-mat.mes-hall cond-mat.str-el,2,2,2020-10-28 16:04:05+00:00,16 days 04:57:31,True,True,4.0,0.0,1926.0,37.0,481.5,522.0,0.0,11.0,0.022944550669216,0.001953125,31.0,4.0,2.0,0.0,5.0,-1.0,1.25,False,
Weighing Milky Way Satellites with LISA,2010.05918,astro-ph.GA astro-ph.HE gr-qc,1,2,2020-10-12 18:00:02+00:00,,True,True,6.0,,3861.0,,643.5,1077.0,,,,,48.0,,4.0,,4.0,,0.6666666666666666,,
Weighing Milky Way Satellites with LISA,2010.05918,astro-ph.GA astro-ph.HE gr-qc,2,2,2021-02-04 18:07:42+00:00,115 days 00:07:40,True,True,6.0,0.0,4041.0,180.0,673.5,1080.0,35.0,37.0,0.0351526364477335,0.0333951762523191,49.0,1.0,4.0,0.0,4.0,0.0,0.6666666666666666,False,False
Studies of Quantum-Mechanical Coherency Effects in Neutrino-Nucleus Elastic Scattering,2010.06810,hep-ex hep-ph nucl-ex,1,2,2020-10-14 04:48:42+00:00,,True,True,8.0,,2825.0,,353.125,705.0,,,,,47.0,,11.0,,7.0,,0.875,,
Studies of Quantum-Mechanical Coherency Effects in Neutrino-Nucleus Elastic Scattering,2010.06810,hep-ex hep-ph nucl-ex,2,2,2021-05-08 02:44:00+00:00,205 days 21:55:18,True,True,10.0,2.0,4022.0,1197.0,402.2,901.0,19.0,209.0,0.2328159645232816,0.0283286118980169,49.0,2.0,12.0,1.0,9.0,2.0,0.9,False,False
DIAGONAL UNITARY AND ORTHOGONAL SYMMETRIES IN QUANTUM THEORY,2010.07898,quant-ph math-ph math.MP,1,2,2020-10-15 17:25:38+00:00,,True,True,51.0,,13912.0,,272.7843137254902,1835.0,,,,,60.0,,2.0,,43.0,,0.8431372549019608,,
Diagonal unitary and orthogonal symmetries blablabl in quantum theory,2010.07898,quant-ph math-ph math.MP,2,2,2021-08-04 11:06:01+00:00,292 days 17:40:23,True,True,50.0,-1.0,13841.0,-71.0,276.82,1858.0,102.0,135.0,0.07315761161915,0.0561002178649237,67.0,7.0,2.0,0.0,40.0,-3.0,0.8,True,False
Obtaining the Phonon Mean Free Paths of Inhomogeneous Materials using Molecular Dynamics：Dislocation Core,2010.08905,cond-mat.mtrl-sci physics.comp-ph,1,2,2020-10-18 02:40:49+00:00,,True,True,27.0,,3131.0,,115.96296296296296,827.0,,,,,38.0,,6.0,,15.0,,0.5555555555555556,,
Probing the Phonon Mean Free Paths in Dislocation Core by Molecular Dynamics Simulation,2010.08905,cond-mat.mtrl-sci physics.comp-ph,2,2,2021-01-26 12:08:37+00:00,100 days 09:27:48,True,True,21.0,-6.0,3319.0,188.0,158.04761904761904,886.0,92.0,203.0,0.229988726042841,0.1123188405797101,35.0,-3.0,6.0,0.0,13.0,-2.0,0.6190476190476191,True,False
Hidden spin-isospin exchange symmetry,2010.09420,nucl-th hep-lat hep-ph nucl-ex,1,2,2020-10-19 12:29:35+00:00,,True,True,8.0,,3995.0,,499.375,908.0,,,,,49.0,,11.0,,4.0,,0.5,,
Hidden spin-isospin exchange symmetry,2010.09420,nucl-th hep-lat hep-ph nucl-ex,2,2,2021-07-05 21:25:03+00:00,259 days 08:55:28,True,True,8.0,0.0,4466.0,471.0,558.25,980.0,8.0,78.0,0.0805300713557594,0.0099009900990099,51.0,2.0,11.0,0.0,4.0,0.0,0.5,False,
Anderson localization transition in a robust PT -symmetric phase of a generalized Aubry-André model,2010.09510,cond-mat.dis-nn cond-mat.quant-gas quant-ph,1,2,2020-10-19 13:45:13+00:00,,True,True,8.0,,3572.0,,446.5,1009.0,,,,,76.0,,4.0,,2.0,,0.25,,
Anderson localization transition in a robust PT -symmetric phase of a generalized Aubry-André model,2010.09510,cond-mat.dis-nn cond-mat.quant-gas quant-ph,2,2,2021-01-19 00:06:01+00:00,91 days 10:20:48,True,True,9.0,1.0,3807.0,235.0,423.0,1098.0,19.0,101.0,0.0928116469517743,0.0198019801980198,82.0,6.0,4.0,0.0,3.0,1.0,0.3333333333333333,False,False
The charge dependent transverse momentum and its impact on the search for the chiral magnetic wave,2010.09955,nucl-th nucl-ex,1,2,2020-10-20 01:50:44+00:00,,True,True,6.0,,2964.0,,494.0,883.0,,,,,38.0,,5.0,,7.0,,1.1666666666666667,,
Charge-dependent transverse momentum and its impact on the search for the chiral magnetic wave,2010.09955,nucl-th nucl-ex,2,2,2021-03-18 17:23:23+00:00,149 days 15:32:39,True,True,6.0,0.0,3019.0,55.0,503.1666666666667,886.0,32.0,36.0,0.0417136414881623,0.0373303167420814,38.0,0.0,5.0,0.0,7.0,0.0,1.1666666666666667,True,False
Signatures of Technetium Oxidation States: A New Approach,2010.10164,physics.chem-ph,1,2,2020-10-20 09:56:27+00:00,,True,True,5.0,,2466.0,,493.2,904.0,,,,,34.0,,12.0,,2.0,,0.4,,
Signatures of Technetium Oxidation States: A New Approach,2010.10164,physics.chem-ph,2,2,2020-10-21 09:34:53+00:00,0 days 23:38:26,True,True,5.0,0.0,2466.0,0.0,493.2,904.0,0.0,0.0,0.0011049723756906,0.0011049723756906,34.0,0.0,12.0,0.0,2.0,0.0,0.4,False,True
Set-coherence: basis-independent quantification of quantum coherence,2010.10406,quant-ph,1,3,2020-10-20 16:11:57+00:00,,True,True,10.0,,6099.0,,609.9,1260.0,,,,,40.0,,4.0,,2.0,,0.2,,
Set coherence: basis-independent quantification of quantum coherence,2010.10406,quant-ph,2,3,2021-06-04 14:35:28+00:00,226 days 22:23:31,True,True,10.0,0.0,6213.0,114.0,621.3,1278.0,16.0,28.0,0.0226739640344018,0.0134813639968279,41.0,1.0,4.0,0.0,2.0,0.0,0.2,True,
Set coherence: basis-independent quantification of quantum coherence,2010.10406,quant-ph,3,3,2021-06-07 07:20:25+00:00,2 days 16:44:57,True,True,10.0,0.0,6215.0,2.0,621.5,1278.0,0.0,0.0,0.0007818608287724,0.0007818608287724,41.0,0.0,4.0,0.0,2.0,0.0,0.2,False,
"A luminous X-ray transient in SDSS J143359.16+400636.0: a likely tidal
  disruption event",2010.12587,astro-ph.HE astro-ph.GA,1,2,2020-10-23 18:00:03+00:00,,True,True,17.0,,8841.0,,520.0588235294117,1593.0,,,,,73.0,,12.0,,13.0,,0.7647058823529411,,
"A luminous X-ray transient in SDSS J143359.16+400636.0: a likely tidal
  disruption event",2010.12587,astro-ph.HE astro-ph.GA,2,2,2021-01-29 23:46:14+00:00,98 days 05:46:11,True,True,20.0,3.0,9863.0,1022.0,493.15,1721.0,5.0,111.0,0.065040650406504,0.0037641154328732,81.0,8.0,12.0,0.0,16.0,3.0,0.8,False,False
Topological Phase Transition Induced by Image Potential States in MXenes: A Theoretical Investigation,2010.13124,cond-mat.mtrl-sci,1,2,2020-10-25 14:13:52+00:00,,True,True,41.0,,4799.0,,117.04878048780488,1123.0,,,,,73.0,,4.0,,12.0,,0.2926829268292683,,
Topological Phase Transition Induced by Image Potential States in MXenes: A Theoretical Investigation,2010.13124,cond-mat.mtrl-sci,2,2,2020-10-27 16:13:21+00:00,2 days 01:59:29,True,True,41.0,0.0,4450.0,-349.0,108.53658536585365,1068.0,83.0,28.0,0.0271281571562207,0.0747330960854092,73.0,0.0,4.0,0.0,10.0,-2.0,0.2439024390243902,False,False
This draft was prepared using the LaTeX style file belonging to the Journal of Fluid Mechanics,2010.13616,physics.flu-dyn,1,2,2020-10-26 14:33:07+00:00,,True,True,29.0,,10659.0,,367.55172413793105,1918.0,,,,,116.0,,3.0,,16.0,,0.5517241379310345,,
This draft was prepared using the LaTeX style file belonging to the Journal of Fluid Mechanics,2010.13616,physics.flu-dyn,2,2,2021-01-15 06:36:10+00:00,80 days 16:03:03,True,True,29.0,0.0,10660.0,1.0,367.58620689655174,1917.0,0.0,0.0,0.0005213764337851,0.0005211047420531,116.0,0.0,3.0,0.0,16.0,0.0,0.5517241379310345,False,True
Nonequilibrium edge transport in quantum-Hall based Josephson junctions,2010.13805,cond-mat.mes-hall,1,2,2020-10-26 18:00:05+00:00,,True,True,12.0,,6748.0,,562.3333333333334,1359.0,,,,,41.0,,3.0,,12.0,,1.0,,
Nonequilibrium edge transport in quantum Hall based Josephson junctions,2010.13805,cond-mat.mes-hall,2,2,2021-01-28 20:50:04+00:00,94 days 02:49:59,True,True,12.0,0.0,6867.0,119.0,572.25,1391.0,30.0,64.0,0.0466954022988505,0.0227941176470588,41.0,0.0,3.0,0.0,12.0,0.0,1.0,True,
Real-space observation of vibrational strong coupling between propagating phonon polaritons and organic molecules,2010.14351,physics.optics,1,2,2020-10-27 15:05:40+00:00,,True,True,30.0,,6563.0,,218.76666666666668,1298.0,,,,,59.0,,13.0,,16.0,,0.5333333333333333,,
Real-space observation of vibrational strong coupling between propagating phonon polaritons and organic molecules,2010.14351,physics.optics,2,2,2021-06-03 15:15:23+00:00,219 days 00:09:43,True,True,28.0,-2.0,7342.0,779.0,262.2142857142857,1421.0,23.0,137.0,0.0970464135021097,0.0184757505773672,61.0,2.0,13.0,0.0,16.0,0.0,0.5714285714285714,False,
Deep Probabilistic Imaging: Uncertainty Quantification and Multi-modal Solution Characterization for Computational Imaging,2010.14462,cs.LG astro-ph.IM cs.CV eess.IV eess.SP,1,2,2020-10-27 17:23:09+00:00,,True,True,8.0,,4189.0,,523.625,1074.0,,,,,29.0,,2.0,,9.0,,1.125,,
Deep Probabilistic Imaging: Uncertainty Quantification and Multi-modal Solution Characterization for Computational Imaging,2010.14462,cs.LG astro-ph.IM cs.CV eess.IV eess.SP,2,2,2020-12-17 06:13:58+00:00,50 days 12:50:49,True,True,10.0,2.0,5211.0,1022.0,521.1,1166.0,18.0,111.0,0.0959725792630677,0.0176744186046511,31.0,2.0,2.0,0.0,12.0,3.0,1.2,False,False
Use of local-density approximation pseudopotentials in range separated hybrid exchange-correlation functional method to investigate Pb doped SnO 2,2010.15380,cond-mat.mtrl-sci,1,3,2020-10-29 06:48:05+00:00,,True,True,7.0,,4013.0,,573.2857142857143,926.0,,,,,47.0,,1.0,,10.0,,1.4285714285714286,,
"Use of local density approximation within range separated hybrid
  exchange-correlation functional to investigate Pb doped SnO$_2$ as an
  electron transport layer",2010.15380,cond-mat.mtrl-sci,2,3,2020-10-30 07:15:22+00:00,,False,False,,,,,,,,,,,,,,,,,,,
Use of local density approximation within range separated hybrid exchange-correlation functional to investigate Pb doped SnO 2 as an electron transport layer,2010.15380,cond-mat.mtrl-sci,3,3,2020-11-27 17:27:14+00:00,,True,True,8.0,,4244.0,,530.5,988.0,,,,,48.0,,1.0,,9.0,,1.125,,
Supersymmetric minisuperspace models in loop quantum cosmology,2010.15629,gr-qc hep-th,1,2,2020-10-29 14:24:30+00:00,,True,True,38.0,,11848.0,,311.7894736842105,1701.0,,,,,39.0,,2.0,,5.0,,0.131578947368421,,
Supersymmetric minisuperspace models in self-dual loop quantum cosmology,2010.15629,gr-qc hep-th,2,2,2021-03-10 17:47:37+00:00,132 days 03:23:07,True,True,47.0,9.0,12764.0,916.0,271.5744680851064,1770.0,43.0,101.0,0.0575945793337097,0.0258519388954171,45.0,6.0,2.0,0.0,12.0,7.0,0.2553191489361702,True,False
KiDS-1000 Cosmology: constraints beyond flat ΛCDM,2010.16416,astro-ph.CO,1,2,2020-10-30 17:57:11+00:00,,True,True,14.0,,8915.0,,636.7857142857143,1718.0,,,,,98.0,,30.0,,11.0,,0.7857142857142857,,
